,index,League,Season,Home_Team,Away_Team,Home_Goals,Away_Goals,Home_FH,Away_FH,Home_Win,Draw,Away_Win,Over_2_5,Under_2_5,Code_1,Code_2,Total_Goals,FH_Goals,Winner,HT_Winner
268,13159,Spa1,20,Valladolid,Bilbao,1,4,0,2,3010.0,2800.0,2910.0,3160,1390,3028,3008,5,2,A,A
269,13160,Spa1,20,Eibar,Real Sociedad,1,2,0,1,3710.0,3570.0,2070.0,2170,1750,3039,3015,3,1,A,A
270,13161,Spa1,20,FC Sevilla,Betis,2,0,0,0,1910.0,3850.0,4130.0,1870,2040,3013,3002,2,0,H,D
271,13162,Spa1,20,Valencia,Levante,1,1,0,0,1740.0,4240.0,4480.0,1600,2450,3019,3016,2,0,D,D
272,13163,Spa1,20,Granada,Getafe,2,1,0,1,3230.0,2980.0,2570.0,2970,1430,3033,3012,3,1,H,A
273,13164,Spa1,20,Espanyol,Alaves,2,0,1,0,2160.0,3260.0,3900.0,2620,1550,3005,3021,2,1,H,H
274,13165,Spa1,20,Mallorca,Barcelona,0,4,0,2,10240.0,6430.0,1290.0,1500,2790,3009,3018,4,2,A,A
275,13166,Spa1,20,Celta Vigo,Villarreal,0,1,0,0,2700.0,3400.0,2770.0,2010,1880,3022,3020,1,0,A,D
276,13167,Spa1,20,Leganes,Valladolid,1,2,0,1,2320.0,3060.0,3730.0,2900,1470,3067,3028,3,1,A,A
277,13168,Spa1,20,Bilbao,Atletico,1,1,1,1,4010.0,2980.0,2270.0,2910,1460,3008,3003,2,2,D,D
278,13169,Spa1,20,Real Madrid,Eibar,3,1,3,0,1250.0,6630.0,12610.0,1530,2690,3010,3039,4,3,H,H
279,13170,Spa1,20,Real Sociedad,Osasuna,1,1,0,1,1700.0,3910.0,5410.0,1880,2020,3015,3007,2,1,D,A
280,13171,Spa1,20,Betis,Granada,2,2,0,1,1960.0,3540.0,4170.0,2070,1830,3002,3033,4,1,D,A
281,13172,Spa1,20,Levante,FC Sevilla,1,1,0,0,5270.0,4250.0,1640.0,1720,2220,3016,3013,2,0,D,D
282,13173,Spa1,20,Getafe,Espanyol,0,0,0,0,2050.0,3160.0,4370.0,2700,1510,3012,3005,0,0,D,D
283,13174,Spa1,20,Barcelona,Leganes,2,0,1,0,1160.0,8180.0,18360.0,1530,2590,3018,3067,2,1,H,H
284,13175,Spa1,20,Villarreal,Mallorca,1,0,1,0,1530.0,4540.0,6270.0,1690,2270,3020,3009,1,1,H,H
285,13176,Spa1,20,Osasuna,Atletico,0,5,0,1,5270.0,3370.0,1850.0,2530,1580,3007,3003,5,1,A,A
286,13177,Spa1,20,Valladolid,Celta Vigo,0,0,0,0,2950.0,3000.0,2840.0,2840,1480,3028,3022,0,0,D,D
287,13178,Spa1,20,Eibar,Bilbao,2,2,1,1,3260.0,3100.0,2530.0,2670,1530,3039,3008,4,2,D,D
288,13179,Spa1,20,Real Madrid,Valencia,3,0,0,0,1380.0,5360.0,8510.0,1560,2580,3010,3019,3,0,H,D
289,13180,Spa1,20,Alaves,Real Sociedad,2,0,0,0,4230.0,3470.0,1990.0,2300,1690,3021,3015,2,0,H,D
290,13181,Spa1,20,Mallorca,Leganes,1,1,1,0,2830.0,3020.0,2860.0,2650,1520,3009,3067,2,1,D,H
291,13182,Spa1,20,FC Sevilla,Barcelona,0,0,0,0,3940.0,3810.0,1940.0,1660,2320,3013,3018,0,0,D,D
292,13183,Spa1,20,Granada,Villarreal,0,1,0,1,3170.0,3230.0,2450.0,2280,1690,3033,3020,1,1,A,A
293,13184,Spa1,20,Atletico,Valladolid,1,0,0,0,1380.0,4720.0,10830.0,2300,1690,3003,3028,1,0,H,D
294,13185,Spa1,20,Espanyol,Levante,1,3,1,1,2050.0,3550.0,3910.0,2170,1770,3005,3016,4,2,A,D
295,13186,Spa1,20,Bilbao,Betis,1,0,1,0,2210.0,3340.0,3650.0,2280,1700,3008,3002,1,1,H,H
296,13187,Spa1,20,Getafe,Eibar,1,1,1,1,1830.0,3460.0,5180.0,2580,1560,3012,3039,2,2,D,D
297,13188,Spa1,20,Real Sociedad,Real Madrid,1,2,0,0,4540.0,4530.0,1700.0,1650,2380,3015,3010,3,0,A,D
298,13189,Spa1,20,Valencia,Osasuna,2,0,2,0,1980.0,3670.0,4010.0,1910,1990,3019,3007,2,2,H,H
299,13190,Spa1,20,Celta Vigo,Alaves,6,0,4,0,2010.0,3240.0,4540.0,2760,1510,3022,3021,6,4,H,H
300,13191,Spa1,20,Villarreal,FC Sevilla,2,2,2,1,2920.0,3390.0,2580.0,2060,1850,3020,3013,4,3,D,H
301,13192,Spa1,20,Leganes,Granada,0,0,0,0,2350.0,3050.0,3680.0,3020,1440,3067,3033,0,0,D,D
302,13193,Spa1,20,Levante,Atletico,0,1,0,1,6400.0,3880.0,1630.0,2080,1830,3016,3003,1,1,A,A
303,13194,Spa1,20,Barcelona,Bilbao,1,0,0,0,1350.0,5580.0,9210.0,1630,2410,3018,3008,1,0,H,D
304,13195,Spa1,20,Valladolid,Getafe,1,1,1,1,3500.0,2880.0,2550.0,3240,1390,3028,3012,2,2,D,D
305,13196,Spa1,20,Real Madrid,Mallorca,2,0,1,0,1150.0,8800.0,19460.0,1410,3090,3010,3009,2,1,H,H
306,13197,Spa1,20,Real Sociedad,Celta Vigo,0,1,0,1,2090.0,3260.0,4150.0,2240,1720,3015,3022,1,1,A,A
307,13198,Spa1,20,Alaves,Osasuna,0,1,0,0,2710.0,3070.0,3040.0,2570,1570,3021,3007,1,0,A,D
308,13199,Spa1,20,Betis,Espanyol,1,0,0,0,2170.0,3480.0,3600.0,2070,1840,3002,3005,1,0,H,D
309,13200,Spa1,20,Eibar,Valencia,1,0,1,0,2890.0,3400.0,2600.0,2100,1810,3039,3019,1,1,H,H
310,13201,Spa1,20,FC Sevilla,Valladolid,1,1,0,1,1430.0,4520.0,8690.0,2070,1830,3013,3028,2,1,D,A
311,13202,Spa1,20,Atletico,Alaves,2,1,0,0,1340.0,5040.0,12210.0,2300,1690,3003,3021,3,0,H,D
312,13203,Spa1,20,Osasuna,Leganes,2,1,1,0,2990.0,2930.0,2870.0,2900,1470,3007,3067,3,1,H,H
313,13204,Spa1,20,Bilbao,Mallorca,3,1,2,0,1840.0,3420.0,5250.0,2440,1620,3008,3009,4,2,H,H
314,13205,Spa1,20,Celta Vigo,Barcelona,2,2,0,1,7740.0,4820.0,1440.0,1850,2050,3022,3018,4,1,D,A
315,13206,Spa1,20,Espanyol,Real Madrid,0,1,0,1,8560.0,5520.0,1370.0,1760,2180,3005,3010,1,1,A,A
316,13207,Spa1,20,Levante,Betis,4,2,2,0,2710.0,3470.0,2720.0,1810,2110,3016,3002,6,2,H,H
317,13208,Spa1,20,Villarreal,Valencia,2,0,2,0,2130.0,3660.0,3540.0,1880,2020,3020,3019,2,2,H,H
318,13209,Spa1,20,Granada,Eibar,1,2,0,1,2560.0,3030.0,3290.0,2820,1490,3033,3039,3,1,A,A
319,13210,Spa1,20,Getafe,Real Sociedad,2,1,1,0,2550.0,3020.0,3320.0,2670,1530,3012,3015,3,1,H,H
320,13211,Spa1,20,Mallorca,Celta Vigo,5,1,3,0,3460.0,3230.0,2350.0,2420,1630,3009,3022,6,3,H,H
321,13212,Spa1,20,Barcelona,Atletico,2,2,1,1,1920.0,3580.0,4430.0,2140,1790,3018,3003,4,2,D,D
322,13213,Spa1,20,Leganes,FC Sevilla,0,3,0,2,4520.0,3280.0,2000.0,2550,1570,3067,3013,3,2,A,A
323,13214,Spa1,20,Betis,Villarreal,0,2,0,2,2800.0,3630.0,2550.0,1810,2120,3002,3020,2,2,A,A
324,13215,Spa1,20,Valencia,Bilbao,0,2,0,1,2580.0,3180.0,3100.0,2460,1610,3019,3008,2,1,A,A
325,13216,Spa1,20,Alaves,Granada,0,2,0,1,2280.0,3140.0,3740.0,2790,1500,3021,3033,2,1,A,A
326,13217,Spa1,20,Valladolid,Levante,0,0,0,0,2430.0,3330.0,3190.0,2280,1700,3028,3016,0,0,D,D
327,13218,Spa1,20,Real Madrid,Getafe,1,0,0,0,1380.0,4970.0,9550.0,1880,2010,3010,3012,1,0,H,D
328,13219,Spa1,20,Real Sociedad,Espanyol,2,1,0,1,2030.0,3530.0,3990.0,2200,1750,3015,3005,3,1,H,A
329,13220,Spa1,20,Eibar,Osasuna,0,2,0,1,2360.0,3270.0,3380.0,2290,1690,3039,3007,2,1,A,A
330,13221,Spa1,20,Atletico,Mallorca,3,0,2,0,1300.0,5250.0,11000.0,2000,1800,3003,3009,3,2,H,H
331,13222,Spa1,20,Celta Vigo,Betis,1,1,1,0,2190.0,3520.0,3410.0,2050,1850,3022,3002,2,1,D,H
332,13223,Spa1,20,Valladolid,Alaves,1,0,0,0,2600.0,2800.0,3430.0,3030,1420,3028,3021,1,0,H,D
333,13224,Spa1,20,Granada,Valencia,2,2,0,0,2840.0,3300.0,2640.0,2290,1680,3033,3019,4,0,D,D
334,13225,Spa1,20,Espanyol,Leganes,0,1,0,0,2570.0,3090.0,3120.0,2620,1530,3005,3067,1,0,A,D
335,13226,Spa1,20,Osasuna,Getafe,0,0,0,0,3280.0,3080.0,2480.0,2800,1480,3007,3012,0,0,D,D
336,13227,Spa1,20,Bilbao,Real Madrid,0,1,0,0,4900.0,3560.0,1830.0,2090,1810,3008,3010,1,0,A,D
337,13228,Spa1,20,Villarreal,Barcelona,1,4,1,3,4360.0,4020.0,1800.0,1600,2470,3020,3018,5,4,A,A
338,13229,Spa1,20,FC Sevilla,Eibar,1,0,0,0,1450.0,4620.0,7670.0,1990,1910,3013,3039,1,0,H,D
339,13230,Spa1,20,Levante,Real Sociedad,1,1,1,1,3250.0,3580.0,2240.0,1870,2030,3016,3015,2,2,D,D
340,13231,Spa1,20,Valencia,Valladolid,2,1,1,0,1990.0,3230.0,4560.0,2410,1620,3019,3028,3,1,H,H
341,13232,Spa1,20,Celta Vigo,Atletico,1,1,0,1,4210.0,3300.0,2030.0,2580,1550,3022,3003,2,1,D,A
342,13233,Spa1,20,Betis,Osasuna,3,0,2,0,2050.0,3460.0,3910.0,1990,1910,3002,3007,3,2,H,H
343,13234,Spa1,20,Getafe,Villarreal,1,3,0,0,2600.0,3140.0,3020.0,2510,1570,3012,3020,4,0,A,D
344,13235,Spa1,20,Barcelona,Espanyol,1,0,0,0,1130.0,8870.0,23770.0,1430,2930,3018,3005,1,0,H,D
345,13236,Spa1,20,Bilbao,FC Sevilla,1,2,1,0,3230.0,3100.0,2490.0,2550,1560,3008,3013,3,1,A,H
346,13237,Spa1,20,Mallorca,Levante,2,0,1,0,2050.0,3760.0,3600.0,1770,2150,3009,3016,2,1,H,H
347,13238,Spa1,20,Eibar,Leganes,0,0,0,0,2450.0,3120.0,3290.0,2610,1540,3039,3067,0,0,D,D
348,13239,Spa1,20,Real Madrid,Alaves,2,0,1,0,1210.0,6600.0,15640.0,1660,2300,3010,3021,2,1,H,H
349,13240,Spa1,20,Real Sociedad,Granada,2,3,0,2,1760.0,3760.0,5020.0,2060,1840,3015,3033,5,2,A,A
350,13241,Spa1,20,Atletico,Betis,1,0,0,0,1410.0,4560.0,9320.0,2010,1880,3003,3002,1,0,H,D
351,13242,Spa1,20,Osasuna,Celta Vigo,2,1,1,1,3300.0,3210.0,2390.0,2350,1650,3007,3022,3,2,H,D
352,13243,Spa1,20,Valladolid,Barcelona,0,1,0,1,9290.0,5480.0,1340.0,1770,2150,3028,3018,1,1,A,A
353,13244,Spa1,20,Espanyol,Eibar,0,2,0,2,3420.0,3280.0,2290.0,2450,1600,3005,3039,2,2,A,A
354,13245,Spa1,20,FC Sevilla,Mallorca,2,0,1,0,1410.0,4940.0,8090.0,1680,2280,3013,3009,2,1,H,H
355,13246,Spa1,20,Levante,Bilbao,1,2,0,2,3610.0,3390.0,2170.0,2160,1760,3016,3008,3,2,A,A
356,13247,Spa1,20,Leganes,Valencia,1,0,1,0,3270.0,3250.0,2380.0,2570,1560,3067,3019,1,1,H,H
357,13248,Spa1,20,Villarreal,Real Sociedad,1,2,0,0,2230.0,3530.0,3300.0,1830,2070,3020,3015,3,0,A,D
358,13249,Spa1,20,Alaves,Getafe,0,0,0,0,3350.0,2930.0,2540.0,3150,1400,3021,3012,0,0,D,D
359,13250,Spa1,20,Granada,Real Madrid,1,2,0,2,8270.0,4600.0,1430.0,1790,2110,3033,3010,3,2,A,A
360,13251,Spa1,20,Betis,Alaves,1,2,0,0,2340.0,3390.0,3210.0,2190,1740,3002,3021,3,0,A,D
361,13252,Spa1,20,Bilbao,Leganes,0,2,0,0,1830.0,3610.0,4780.0,2590,1550,3008,3067,2,0,A,D
362,13253,Spa1,20,Mallorca,Granada,1,2,1,1,2120.0,3610.0,3500.0,1990,1910,3009,3033,3,2,A,D
363,13254,Spa1,20,Real Madrid,Villarreal,2,1,1,0,1420.0,5120.0,7330.0,1560,2540,3010,3020,3,1,H,H
364,13255,Spa1,20,Getafe,Atletico,0,2,0,0,3670.0,3030.0,2320.0,2900,1450,3012,3003,2,0,A,D
365,13256,Spa1,20,Real Sociedad,FC Sevilla,0,0,0,0,2360.0,3550.0,3040.0,1940,1960,3015,3013,0,0,D,D
366,13257,Spa1,20,Barcelona,Osasuna,1,2,0,1,1150.0,8430.0,19630.0,1410,3010,3018,3007,3,1,A,A
367,13258,Spa1,20,Valencia,Espanyol,1,0,1,0,1580.0,4150.0,6200.0,1980,1920,3019,3005,1,1,H,H
368,13259,Spa1,20,Celta Vigo,Levante,2,3,2,2,1610.0,4400.0,5400.0,1730,2210,3022,3016,5,4,A,D
369,13260,Spa1,20,Eibar,Valladolid,3,1,2,0,2230.0,3190.0,3690.0,2520,1570,3039,3028,4,2,H,H
370,13261,Spa1,20,Atletico,Real Sociedad,1,1,1,0,2110.0,2950.0,4520.0,2470,1600,3003,3015,2,1,D,H
371,13262,Spa1,20,Espanyol,Celta Vigo,0,0,0,0,5080.0,3680.0,1770.0,2210,1730,3005,3022,0,0,D,D
372,13263,Spa1,20,Osasuna,Mallorca,2,2,1,1,1850.0,3920.0,4180.0,1750,2180,3007,3009,4,2,D,D
373,13264,Spa1,20,FC Sevilla,Valencia,1,0,0,0,1860.0,4120.0,3960.0,1760,2170,3013,3019,1,0,H,D
374,13265,Spa1,20,Levante,Getafe,1,0,0,0,4930.0,3670.0,1790.0,1990,1910,3016,3012,1,0,H,D
375,13266,Spa1,20,Villarreal,Eibar,4,0,0,0,1660.0,4050.0,5390.0,1660,2320,3020,3039,4,0,H,D
376,13267,Spa1,20,Alaves,Barcelona,0,5,0,3,5160.0,3960.0,1700.0,1780,2140,3021,3018,5,3,A,A
377,13268,Spa1,20,Valladolid,Betis,2,0,1,0,2700.0,3500.0,2650.0,1880,2010,3028,3002,2,1,H,H
378,13269,Spa1,20,Granada,Bilbao,4,0,1,0,2130.0,3480.0,3610.0,2120,1790,3033,3008,4,1,H,H
379,13270,Spa1,20,Leganes,Real Madrid,2,2,1,1,3340.0,3760.0,2140.0,1980,1920,3067,3010,4,2,D,D
380,13271,Spa1,21,Cadiz,Osasuna,0,2,0,1,2950.0,3060.0,2760.0,2740,1510,3023,3007,2,1,A,A
381,13272,Spa1,21,Granada,Bilbao,2,0,0,0,2930.0,3050.0,2790.0,2690,1520,3033,3008,2,0,H,D
382,13273,Spa1,21,Eibar,Celta Vigo,0,0,0,0,2570.0,3230.0,3030.0,2370,1650,3039,3022,0,0,D,D
383,13274,Spa1,21,Valencia,Levante,4,2,2,2,2180.0,3470.0,3620.0,1860,2050,3019,3016,6,4,H,D
384,13275,Spa1,21,Villarreal,Huesca,1,1,0,1,1560.0,4330.0,6560.0,1830,2070,3020,3055,2,1,D,A
385,13276,Spa1,21,Alaves,Betis,0,1,0,0,3130.0,3340.0,2480.0,2220,1730,3021,3002,1,0,A,D
386,13277,Spa1,21,Valladolid,Real Sociedad,1,1,1,0,2880.0,3340.0,2660.0,2380,1640,3028,3015,2,1,D,H
387,13278,Spa1,21,Getafe,Osasuna,1,0,0,0,2120.0,3130.0,4310.0,2990,1430,3012,3007,1,0,H,D
388,13279,Spa1,21,Villarreal,Eibar,2,1,0,0,1690.0,3830.0,5810.0,2300,1680,3020,3039,3,0,H,D
389,13280,Spa1,21,Celta Vigo,Valencia,2,1,1,0,2140.0,3480.0,3740.0,2100,1810,3022,3019,3,1,H,H
390,13281,Spa1,21,Betis,Valladolid,2,0,2,0,1920.0,3630.0,4440.0,2210,1730,3002,3028,2,2,H,H
391,13282,Spa1,21,Real Sociedad,Real Madrid,0,0,0,0,5070.0,3970.0,1740.0,1800,2110,3015,3010,0,0,D,D
392,13283,Spa1,21,Granada,Alaves,2,1,1,1,2070.0,3150.0,4490.0,2900,1450,3033,3021,3,2,H,D
393,13284,Spa1,21,Huesca,Cadiz,0,2,0,1,2220.0,3020.0,4130.0,2790,1490,3055,3023,2,1,A,A
394,13285,Spa1,21,Betis,Real Madrid,2,3,2,1,4200.0,3960.0,1840.0,1780,2130,3002,3010,5,3,A,H
395,13286,Spa1,21,Valencia,Huesca,1,1,1,0,2090.0,3400.0,3830.0,2090,1810,3019,3055,2,1,D,H
396,13287,Spa1,21,Alaves,Getafe,0,0,0,0,3540.0,2860.0,2490.0,3100,1410,3021,3012,0,0,D,D
397,13288,Spa1,21,Elche,Real Sociedad,0,3,0,0,4330.0,3470.0,1950.0,2580,1550,3040,3015,3,0,A,D
398,13289,Spa1,21,Atletico,Granada,6,1,1,0,1510.0,4190.0,8060.0,2310,1680,3003,3033,7,1,H,H
399,13290,Spa1,21,Osasuna,Levante,1,3,1,1,2300.0,3530.0,3290.0,2010,1890,3007,3016,4,2,A,D
400,13291,Spa1,21,Barcelona,Villarreal,4,0,4,0,1550.0,4670.0,6020.0,1490,2770,3018,3020,4,4,H,H
401,13292,Spa1,21,Cadiz,FC Sevilla,1,3,0,0,5660.0,3490.0,1780.0,2560,1560,3023,3013,4,0,A,D
402,13293,Spa1,21,Valladolid,Celta Vigo,1,1,0,1,3020.0,2990.0,2800.0,2820,1480,3028,3022,2,1,D,A
403,13294,Spa1,21,Eibar,Bilbao,1,2,0,1,3180.0,2980.0,2690.0,2820,1480,3039,3008,3,1,A,A
404,13295,Spa1,21,Getafe,Betis,3,0,3,0,2420.0,3110.0,3350.0,2470,1600,3012,3002,3,3,H,H
405,13296,Spa1,21,Real Sociedad,Valencia,0,1,0,0,1600.0,4240.0,5770.0,1920,1990,3015,3019,1,0,A,D
406,13297,Spa1,21,Real Madrid,Valladolid,1,0,0,0,1250.0,6430.0,12680.0,1610,2440,3010,3028,1,0,H,D
407,13298,Spa1,21,Villarreal,Alaves,3,1,2,1,1620.0,4050.0,5940.0,2050,1850,3020,3021,4,3,H,H
408,13299,Spa1,21,Eibar,Elche,0,1,0,1,1760.0,3770.0,5000.0,2410,1620,3039,3040,1,1,A,A
409,13300,Spa1,21,Huesca,Atletico,0,0,0,0,8770.0,4290.0,1450.0,2180,1750,3055,3003,0,0,D,D
410,13301,Spa1,21,Bilbao,Cadiz,0,1,0,0,1610.0,3730.0,6860.0,2670,1520,3008,3023,1,0,A,D
411,13302,Spa1,21,FC Sevilla,Levante,1,0,0,0,1470.0,4480.0,7750.0,1680,2290,3013,3016,1,0,H,D
412,13303,Spa1,21,Celta Vigo,Barcelona,0,3,0,1,5930.0,4520.0,1550.0,1650,2350,3022,3018,3,1,A,A
413,13304,Spa1,21,Atletico,Villarreal,0,0,0,0,1650.0,3990.0,5880.0,1970,1930,3003,3020,0,0,D,D
414,13305,Spa1,21,Real Sociedad,Getafe,3,0,1,0,2270.0,3140.0,3790.0,2650,1530,3015,3012,3,1,H,H
415,13306,Spa1,21,Valencia,Betis,0,2,0,1,3000.0,3340.0,2570.0,2010,1900,3019,3002,2,1,A,A
416,13307,Spa1,21,Valladolid,Eibar,1,2,1,1,2340.0,3160.0,3610.0,2720,1510,3028,3039,3,2,A,D
417,13308,Spa1,21,Elche,Huesca,0,0,0,0,3540.0,3280.0,2300.0,2580,1560,3040,3055,0,0,D,D
418,13309,Spa1,21,Osasuna,Celta Vigo,2,0,1,0,2720.0,3170.0,2960.0,2390,1640,3007,3022,2,1,H,H
419,13310,Spa1,21,Levante,Real Madrid,0,2,0,1,6570.0,4680.0,1520.0,1560,2590,3016,3010,2,1,A,A
420,13311,Spa1,21,Barcelona,FC Sevilla,1,1,1,1,1620.0,4340.0,5660.0,1580,2510,3018,3013,2,2,D,D
421,13312,Spa1,21,Alaves,Bilbao,1,0,0,0,3580.0,3050.0,2410.0,3010,1430,3021,3008,1,0,H,D
422,13313,Spa1,21,Cadiz,Granada,1,1,0,1,3140.0,2950.0,2750.0,3070,1410,3023,3033,2,1,D,A
423,13314,Spa1,21,Real Madrid,Cadiz,0,1,0,1,1230.0,6970.0,13360.0,1650,2350,3010,3023,1,1,A,A
424,13315,Spa1,21,Getafe,Barcelona,1,0,0,0,5270.0,3880.0,1730.0,2010,1900,3012,3018,1,0,H,D
425,13316,Spa1,21,Celta Vigo,Atletico,0,2,0,1,5670.0,3340.0,1830.0,2550,1570,3022,3003,2,1,A,A
426,13317,Spa1,21,Granada,FC Sevilla,1,0,0,0,4140.0,3400.0,2060.0,2310,1680,3033,3013,1,0,H,D
427,13318,Spa1,21,Betis,Real Sociedad,0,3,0,1,2590.0,3510.0,2850.0,1890,2020,3002,3015,3,1,A,A
428,13319,Spa1,21,Bilbao,Levante,2,0,0,0,2080.0,3370.0,4080.0,2260,1700,3008,3016,2,0,H,D
429,13320,Spa1,21,Villarreal,Valencia,2,1,1,1,1670.0,4200.0,5360.0,1720,2220,3020,3019,3,2,H,D
430,13321,Spa1,21,Alaves,Elche,0,2,0,1,1780.0,3490.0,5690.0,2720,1510,3021,3040,2,1,A,A
431,13322,Spa1,21,Eibar,Osasuna,0,0,0,0,2840.0,3100.0,2870.0,2680,1530,3039,3007,0,0,D,D
432,13323,Spa1,21,Huesca,Valladolid,2,2,0,1,2350.0,3080.0,3670.0,2940,1440,3055,3028,4,1,D,A
433,13324,Spa1,21,Elche,Valencia,2,1,2,0,3330.0,3250.0,2350.0,2270,1680,3040,3019,3,2,H,H
434,13325,Spa1,21,Atletico,Betis,2,0,0,0,1580.0,4130.0,6640.0,2140,1780,3003,3002,2,0,H,D
435,13326,Spa1,21,Osasuna,Bilbao,1,0,0,0,3550.0,2950.0,2490.0,2970,1430,3007,3008,1,0,H,D
436,13327,Spa1,21,FC Sevilla,Eibar,0,1,0,1,1490.0,4440.0,7630.0,2100,1830,3013,3039,1,1,A,A
437,13328,Spa1,21,Barcelona,Real Madrid,1,3,1,1,2070.0,3730.0,3690.0,1690,2290,3018,3010,4,2,A,D
438,13329,Spa1,21,Getafe,Granada,0,1,0,1,2020.0,3070.0,4920.0,3120,1400,3012,3033,1,1,A,A
439,13330,Spa1,21,Real Sociedad,Huesca,4,1,1,0,1700.0,3700.0,5950.0,2260,1700,3015,3055,5,1,H,H
440,13331,Spa1,21,Cadiz,Villarreal,0,0,0,0,3520.0,3360.0,2270.0,2450,1610,3023,3020,0,0,D,D
441,13332,Spa1,21,Valladolid,Alaves,0,2,0,0,2430.0,2930.0,3710.0,3220,1380,3028,3021,2,0,A,D
442,13333,Spa1,21,Levante,Celta Vigo,1,1,0,0,2560.0,3390.0,2970.0,2090,1830,3016,3022,2,0,D,D
443,13334,Spa1,21,Eibar,Cadiz,0,2,0,2,2580.0,3000.0,3330.0,3030,1420,3039,3023,2,2,A,A
444,13335,Spa1,21,Osasuna,Atletico,1,3,0,1,5470.0,3360.0,1840.0,2460,1610,3007,3003,4,1,A,A
445,13336,Spa1,21,Bilbao,FC Sevilla,2,1,0,1,3170.0,2980.0,2690.0,2920,1450,3008,3013,3,1,H,A
446,13337,Spa1,21,Real Madrid,Huesca,4,1,2,0,1390.0,5270.0,8460.0,1680,2310,3010,3055,5,2,H,H
447,13338,Spa1,21,Alaves,Barcelona,1,1,1,0,7130.0,5010.0,1460.0,1680,2310,3021,3018,2,1,D,H
448,13339,Spa1,21,Betis,Elche,3,1,2,0,1480.0,4500.0,7910.0,1880,2040,3002,3040,4,2,H,H
449,13340,Spa1,21,Valencia,Getafe,2,2,1,0,3380.0,3010.0,2540.0,2900,1450,3019,3012,4,1,D,H
450,13341,Spa1,21,Celta Vigo,Real Sociedad,1,4,0,2,3190.0,3280.0,2480.0,2290,1690,3022,3015,5,2,A,A
451,13342,Spa1,21,Granada,Levante,1,1,1,1,2370.0,3300.0,3360.0,2210,1740,3033,3016,2,2,D,D
452,13343,Spa1,21,Villarreal,Valladolid,2,0,2,0,1650.0,3870.0,6200.0,2070,1850,3020,3028,2,2,H,H
453,13344,Spa1,21,Elche,Celta Vigo,1,1,1,1,3800.0,3390.0,2150.0,2490,1600,3040,3022,2,2,D,D
454,13345,Spa1,21,Atletico,Cadiz,4,0,2,0,1450.0,4180.0,10570.0,2480,1600,3003,3023,4,2,H,H
455,13346,Spa1,21,FC Sevilla,Osasuna,1,0,0,0,1610.0,3940.0,6670.0,2360,1650,3013,3007,1,0,H,D
456,13347,Spa1,21,Barcelona,Betis,5,2,1,1,1430.0,5140.0,7630.0,1480,2780,3018,3002,7,2,H,D
457,13348,Spa1,21,Huesca,Eibar,1,1,0,1,2210.0,3230.0,3840.0,2720,1510,3055,3039,2,1,D,A
458,13349,Spa1,21,Getafe,Villarreal,1,3,1,2,2400.0,3100.0,3100.0,2500,1530,3012,3020,4,3,A,A
459,13350,Spa1,21,Real Sociedad,Granada,2,0,2,0,1660.0,3800.0,5250.0,2000,1800,3015,3033,2,2,H,H
460,13351,Spa1,21,Levante,Alaves,1,1,0,1,2150.0,3400.0,3400.0,2100,1720,3016,3021,2,1,D,A
461,13352,Spa1,21,Valencia,Real Madrid,4,1,2,1,6500.0,4500.0,1450.0,1570,2370,3019,3010,5,3,H,H
462,13353,Spa1,21,Valladolid,Bilbao,2,1,1,0,3300.0,2900.0,2370.0,2750,1440,3028,3008,3,1,H,H
463,13354,Spa1,21,Osasuna,Huesca,1,1,0,1,2530.0,3150.0,3230.0,2410,1630,3007,3055,2,1,D,A
464,13355,Spa1,21,Atletico,Barcelona,1,0,1,0,2890.0,3560.0,2530.0,1860,2050,3003,3018,1,1,H,H
465,13356,Spa1,21,FC Sevilla,Celta Vigo,4,2,2,2,1730.0,3550.0,5680.0,2300,1660,3013,3022,6,4,H,D
466,13357,Spa1,21,Levante,Elche,1,1,1,0,1570.0,4330.0,5890.0,1830,2050,3016,3040,2,1,D,H
467,13358,Spa1,21,Villarreal,Real Madrid,1,1,0,1,2630.0,3730.0,2680.0,1610,2450,3020,3010,2,1,D,A
468,13359,Spa1,21,Alaves,Valencia,2,2,2,0,2630.0,3230.0,2910.0,2290,1660,3021,3019,4,2,D,H
469,13360,Spa1,21,Cadiz,Real Sociedad,0,1,0,0,4350.0,3880.0,1870.0,2380,1640,3023,3015,1,0,A,D
470,13361,Spa1,21,Granada,Valladolid,1,3,0,1,2180.0,3190.0,4000.0,2730,1510,3033,3028,4,1,A,A
471,13362,Spa1,21,Eibar,Getafe,0,0,0,0,3540.0,2950.0,2500.0,3230,1380,3039,3012,0,0,D,D
472,13363,Spa1,21,Bilbao,Betis,4,0,2,0,2140.0,3420.0,3810.0,2270,1700,3008,3002,4,2,H,H
473,13364,Spa1,21,Valladolid,Levante,1,1,0,0,2550.0,3300.0,3060.0,2210,1730,3028,3016,2,0,D,D
474,13365,Spa1,21,Real Madrid,Alaves,1,2,0,1,1360.0,5450.0,9240.0,1600,2480,3010,3021,3,1,A,A
475,13366,Spa1,21,Valencia,Atletico,0,1,0,0,4990.0,4010.0,1740.0,2080,1840,3019,3003,1,0,A,D
476,13367,Spa1,21,Elche,Cadiz,1,1,1,0,3330.0,2930.0,2490.0,3010,1390,3040,3023,2,1,D,H
