Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:	PHA Pre-Amp
High Voltage:	600
Conversion Gain:	4096
Coarse Gain:	1
Fine Gain:	1.00
Upper Discriminator:	60567
Lower Discriminator:	839
Calibration Coefficients:	59.5625	14.4375
Calibration Channels:	97	177
Calibration Energies:	1460.0	2615.0
Elapsed Real Time:	670234.4
Elapsed Live Time:	670186.76
Start Time:	February 20, 2020, 06:04:09
End Time:	February 20, 2020, 06:03:30
ROIs:
ROI:	Low	High	Gross	Net	FWHM	Centroid


Channel Data:
Channel	Energy	Counts
3968	57347.5625	0
3969	57362.0	1
3970	57376.4375	0
3971	57390.875	0
3972	57405.3125	1
3973	57419.75	0
3974	57434.1875	1
3975	57448.625	1
3976	57463.0625	1
3977	57477.5	0
3978	57491.9375	0
3979	57506.375	0
3980	57520.8125	2
3981	57535.25	0
3982	57549.6875	0
3983	57564.125	0
3984	57578.5625	1
3985	57593.0	0
3986	57607.4375	3
3987	57621.875	0
3988	57636.3125	0
3989	57650.75	1
3990	57665.1875	1
3991	57679.625	1
3992	57694.0625	0
3993	57708.5	0
3994	57722.9375	1
3995	57737.375	1
3996	57751.8125	1
3997	57766.25	0
3998	57780.6875	1
3999	57795.125	0
4000	57809.5625	0
4001	57824.0	2
4002	57838.4375	0
4003	57852.875	0
4004	57867.3125	2
4005	57881.75	2
4006	57896.1875	1
4007	57910.625	0
4008	57925.0625	1
4009	57939.5	2
4010	57953.9375	2
4011	57968.375	1
4012	57982.8125	0
4013	57997.25	0
4014	58011.6875	0
4015	58026.125	4
4016	58040.5625	1
4017	58055.0	0
4018	58069.4375	1
4019	58083.875	1
4020	58098.3125	1
4021	58112.75	0
4022	58127.1875	0
4023	58141.625	0
4024	58156.0625	0
4025	58170.5	0
4026	58184.9375	0
4027	58199.375	0
4028	58213.8125	0
4029	58228.25	1
4030	58242.6875	1
4031	58257.125	2
4032	58271.5625	1
4033	58286.0	1
4034	58300.4375	1
4035	58314.875	0
4036	58329.3125	0
4037	58343.75	0
4038	58358.1875	0
4039	58372.625	1
4040	58387.0625	0
4041	58401.5	0
4042	58415.9375	0
4043	58430.375	1
4044	58444.8125	0
4045	58459.25	2
4046	58473.6875	1
4047	58488.125	0
4048	58502.5625	1
4049	58517.0	2
4050	58531.4375	1
4051	58545.875	1
4052	58560.3125	0
4053	58574.75	0
4054	58589.1875	2
4055	58603.625	0
4056	58618.0625	0
4057	58632.5	1
4058	58646.9375	0
4059	58661.375	1
4060	58675.8125	2
4061	58690.25	1
4062	58704.6875	1
4063	58719.125	0
4064	58733.5625	2
4065	58748.0	0
4066	58762.4375	0
4067	58776.875	0
4068	58791.3125	2
4069	58805.75	0
4070	58820.1875	2
4071	58834.625	0
4072	58849.0625	0
4073	58863.5	0
4074	58877.9375	0
4075	58892.375	0
4076	58906.8125	1
4077	58921.25	1
4078	58935.6875	0
4079	58950.125	0
4080	58964.5625	0
4081	58979.0	0
4082	58993.4375	0
4083	59007.875	1
4084	59022.3125	0
4085	59036.75	2
4086	59051.1875	0
4087	59065.625	0
4088	59080.0625	0
4089	59094.5	0
4090	59108.9375	1
4091	59123.375	0
4092	59137.8125	2
4093	59152.25	0
4094	59166.6875	0
4095	59181.125	0
